Gas,NFR/CRT Group,Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Beef females for slaughter - Direct,Spreading,kilotonne,74.81214736,75.71784751,76.18384349,70.91352059,73.27502212,72.87281511,75.27545974,74.22263011,74.27447885,74.44944493,73.85300396,67.53711198,65.34406194,68.78554528,70.2196575,67.63283846,67.48677894,68.71917086,65.7923663,63.45119861,61.84915753,57.80024011,57.46508515,57.60818042,58.29908073,58.52651101,58.82327471,57.40828313,57.02319231,57.93865912,57.30315462,58.2797508,58.46095654,58.18285589
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Bulls for breeding - Direct,Spreading,kilotonne,7.337522941,7.423690107,7.506054631,7.586776605,7.70622396,7.961066865,8.415242925,8.117545436,7.864375555,7.95853836,7.741787564,7.940823046,7.651439601,7.760571126,7.965347039,8.494939771,8.380532817,8.426798753,8.561236524,8.503345765,8.674093356,8.494362226,8.303939547,8.161701621,8.139046357,7.995589103,7.923455672,8.232601461,8.023965506,7.625614854,7.669750866,7.547451038,7.548587997,7.458014049
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Cereal fed bull - Direct,Spreading,kilotonne,32.00525186,34.10580224,34.02348111,33.79785897,35.47423102,40.40568973,51.91955669,37.59839773,33.60647802,34.14317704,34.05490119,45.10154566,42.38585889,46.50324757,49.46223707,53.06443037,40.06934843,38.92959942,35.18435729,37.35469494,43.80197084,38.29900033,37.01936447,39.07810586,32.59883774,27.57460843,29.46275436,26.00842289,25.09739976,23.88834522,23.29170578,22.04180477,22.78305843,21.19979636
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Cows - Direct,Spreading,kilotonne,82.80582526,86.36327161,89.23490734,92.74288539,95.1206213,97.42899284,100.7771162,101.0482978,105.6742681,103.9390117,100.4732221,94.25315457,92.24157047,94.45455139,96.48937497,100.4552374,97.54535637,97.5872498,94.33249443,92.52035601,94.98211211,95.21559613,94.29680867,90.3860448,88.53668612,89.26862985,89.05601934,90.53784991,88.27967563,83.41737396,82.50584419,81.83924746,80.24687367,76.98744253
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Dairy Calves Female - Direct,Spreading,kilotonne,10.01771206,9.765418998,9.65432682,9.634696601,9.765679696,9.411759572,9.57717554,9.099831409,9.009448497,9.080872704,8.738599907,8.422360087,8.477554685,8.407525163,8.235682788,8.299673966,8.118382328,8.315141202,8.230605915,8.880608695,9.183173169,9.419193267,9.381876364,9.455651598,9.932197558,10.15377838,10.00752202,9.06807608,8.836653358,9.056950315,9.299706389,9.767292837,9.99512815,9.704505168
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Dairy Replacements Female - Direct,Spreading,kilotonne,12.69641837,12.47614958,13.16637321,13.16506343,13.36636804,14.84336654,15.68441406,15.95590707,15.40423875,15.63664381,14.5302846,13.56886837,12.2124538,12.68064943,13.29016106,9.638773258,9.323381442,9.141045397,8.964867316,9.101466664,9.532445951,9.617081783,9.69286563,9.833742285,10.22595572,9.933572851,10.2946907,10.26304775,9.655928931,9.965073807,9.901360361,10.34852564,10.70737041,10.65857381
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Dairy In Calf Heifers - Direct,Spreading,kilotonne,14.36156648,14.50450369,15.19422265,15.85917367,15.44412875,15.92141338,17.51149451,17.28837795,16.37511877,16.06284884,15.7138274,14.98128536,14.13642413,13.38600388,14.06434053,19.53865196,19.84290345,19.08000182,18.11597389,18.17090013,18.64073915,18.97922449,18.40537169,18.18583179,19.01173396,17.90355423,17.02075325,17.03606335,16.04105461,15.66300719,14.91134627,14.18022217,13.87339664,13.98909141
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Heifers for breeding - Direct,Spreading,kilotonne,18.67145198,16.81485746,18.00721629,20.18162591,19.81025312,18.97442285,20.5626903,22.84456691,21.01263078,20.22367137,19.05739242,20.03667839,22.38604523,22.07538197,21.93783075,25.64902162,25.72640016,26.12142007,25.58639309,26.44929699,27.60844268,27.56529888,26.62325774,25.15003505,25.03875228,24.94846672,24.71375535,22.65714835,22.77273386,24.71909369,24.51673943,24.30679673,24.3937026,24.28125247
Total GHGs in CO2 Eq.,3D1bi,Other cattle - Steers - Direct,Spreading,kilotonne,86.02787666,78.88308861,78.74869133,78.59441853,78.86032554,76.19184855,74.23705812,76.33711,76.9638556,74.18840375,77.24996743,69.63154374,70.59410296,73.21772559,73.2111643,78.10654976,79.7076161,78.87929044,76.11163599,77.26167588,75.41402497,73.52045698,73.60623836,71.3292693,75.13045522,78.16961585,77.29308678,76.35048445,73.63349314,73.24417623,71.08778644,72.25033739,72.04914283,71.82717848
Total GHGs in CO2 Eq.,3D1bi,Agricultural Horses - Direct,Spreading,kilotonne,3.276055488,3.396132247,3.498790353,4.038588623,4.215113613,4.428061561,4.625584562,4.555211125,4.523525745,4.12348921,4.647895315,4.677059467,4.977580636,4.865022645,5.348129076,5.601826479,6.284416814,6.217630741,5.998525411,6.104765168,5.049228296,5.075346583,5.108415346,4.757131877,4.91541283,4.580001774,4.343353771,4.187648929,4.050594493,4.072743254,3.828719205,3.750688593,3.561412385,3.46764931
Total GHGs in CO2 Eq.,3D1bi,Deer - Direct,Spreading,kilotonne,0.374333973,0.374333973,0.416045005,0.416045005,0.291936248,0.291936247,0.271904199,0.287284254,0.241760753,0.284815851,0.28481585,0.26226793,0.289760571,0.248802469,0.255859572,0.262663506,0.28269516,0.24536886,0.248308391,0.2647838,0.244909987,0.258058985,0.246460649,0.251611069,0.252853187,0.242781778,0.24510777,0.246603051,0.267006949,0.297798707,0.300915863,0.366890285,0.345869259,0.317324416
Total GHGs in CO2 Eq.,3D1bi,Domestic Horses - Direct,Spreading,kilotonne,4.949296962,5.198522701,5.465165985,5.294669133,5.487445757,5.643799483,7.124919771,8.873936761,10.58426553,11.01307899,10.51744956,10.51706202,10.24531707,10.38665173,9.932322158,9.707402048,8.984524609,9.011023353,9.189840686,9.043314254,10.05856315,9.897881598,9.730249232,9.946969655,9.654125305,9.854973249,9.854973249,9.854973249,9.854973249,9.854973241,9.854973244,9.854973244,9.854973276,9.854973276
Total GHGs in CO2 Eq.,3D1bi,Goats - Direct,Spreading,kilotonne,0.080380914,0.091818619,0.090441077,0.084447328,0.078183807,0.062007371,0.06971985,0.068103705,0.067331144,0.065747084,0.061215513,0.061653371,0.076984278,0.072922355,0.075474766,0.077941495,0.080685425,0.078713912,0.079272865,0.082492311,0.076622355,0.077697399,0.080629858,0.080498775,0.082508709,0.083019026,0.08542385,0.086587927,0.089367879,0.091869992,0.092645782,0.0913976,0.091217883,0.091465202
Total GHGs in CO2 Eq.,3D1bi,Professional Horses - Direct,Spreading,kilotonne,4.537398409,4.537398409,4.537398409,4.537398409,4.537398409,4.537398409,4.537398409,4.537398409,4.537398409,4.839891599,5.142384831,5.444877983,5.747371292,6.04986449,6.352357728,6.654850895,6.654850895,6.654850895,6.654850895,6.654850895,6.654850895,6.595576914,6.536302897,6.47702905,6.417755016,6.358481028,6.358481028,6.358481028,6.358481028,6.358481044,6.35848106,6.35848106,6.358481057,6.358481057
Total GHGs in CO2 Eq.,3D1bii,Sewage Sludge Cake - Direct,Spreading,kilotonne,87.21001221,87.97116036,79.48143107,81.38430143,85.0436675,98.13239363,92.10446483,88.14220958,94.06153044,103.2748075,112.5086551,167.8167273,174.9859641,187.3834029,203.8425218,202.7210158,211.0860538,213.1670817,218.1206046,207.9418795,200.8824878,194.6341921,189.1712073,195.4265985,198.6513529,212.9661345,211.0739026,220.0155791,227.4380775,229.7905987,231.3241487,236.5432175,231.8342177,231.8342177
Total GHGs in CO2 Eq.,3D1bii,Sewage Sludge Liquid - Direct,Spreading,kilotonne,4.590000643,4.630061071,4.183233214,4.283384286,4.4759825,5.164862823,4.847603412,4.639063662,4.950606865,5.435516183,5.921508166,8.832459333,9.209787582,9.862284363,10.72855378,10.66952715,11.1097923,11.21932009,11.48003182,10.94430945,10.57276251,10.24390485,9.956379334,10.28561045,10.45533436,11.20874392,11.10915277,11.57976732,11.97042513,12.09424204,12.1749552,12.44964303,12.20180093,12.20180093
Total GHGs in CO2 Eq.,3D1biii,Beef females for slaughter - Digestate Direct,Spreading,kilotonne,-,0.002095871,0.002115648,0.002030129,0.0114185,0.011528075,0.011386357,0.013136271,0.013003623,0.012805787,0.012992852,0.012161769,0.011406206,0.011884039,0.012243233,0.012947549,0.030013179,0.030046454,0.061319001,0.058834212,0.090709379,0.117601803,0.274569449,0.394399266,0.855936972,1.230605795,1.899568633,2.252747946,2.38548872,2.440121515,2.457566361,2.497206535,2.51577367,2.538991218
Total GHGs in CO2 Eq.,3D1biii,Broilers - Digestate Direct,Spreading,kilotonne,-,0.071974827,0.060966553,0.062492071,0.067741401,0.065905425,0.067143292,0.068514254,0.066150822,0.069525248,0.070714842,0.060483633,0.05881759,0.059111492,0.056905803,0.055043613,0.055451716,0.037246489,0.200980121,0.185763254,0.473333557,0.628980356,1.113302165,1.668967114,4.998545401,7.688674173,15.29373153,16.26401967,17.68987574,16.79881485,17.04602377,17.82156816,18.07925603,18.18907512
Total GHGs in CO2 Eq.,3D1biii,Bulls for breeding - Digestate Direct,Spreading,kilotonne,-,0.000189889,0.000188,0.00019317,0.001097348,0.001142694,0.001161669,0.001245043,0.001175587,0.001198418,0.0011954,0.001321015,0.001245276,0.001248192,0.001288473,0.001532036,0.003393029,0.003469911,0.007510228,0.007507664,0.012659433,0.017443076,0.038234172,0.053671282,0.113340162,0.160475125,0.240540651,0.296749245,0.306438597,0.293265464,0.298621059,0.293106966,0.294061059,0.295896134
Total GHGs in CO2 Eq.,3D1biii,Cereal fed bull - Digestate Direct,Spreading,kilotonne,-,0.000889549,0.0008746,0.0008879,0.005260367,0.00599233,0.00733412,0.006125232,0.005571751,0.005635226,0.006650203,0.008594312,0.007814768,0.008612489,0.009121051,0.010704879,0.01817959,0.01762536,0.033636521,0.035438826,0.067306804,0.084933209,0.187178001,0.283701921,0.4933882,0.616635201,0.992341708,1.040936152,1.063587534,1.019482033,1.008880444,0.960505138,0.992265262,0.943850095
Total GHGs in CO2 Eq.,3D1biii,Cows - Digestate Direct,Spreading,kilotonne,-,0.002323305,0.002342493,0.002378757,0.010722443,0.011127164,0.011082903,0.012920224,0.013548065,0.013375806,0.013045922,0.012121191,0.011835484,0.012197868,0.012618754,0.015806943,0.040450953,0.04014464,0.074941939,0.073869426,0.121294466,0.167291539,0.365655688,0.493642209,1.090253999,1.588848206,2.438625565,2.991853981,3.113844153,2.952475278,2.958028834,2.932202631,2.878942493,2.799220223
Total GHGs in CO2 Eq.,3D1biii,Dairy Calves Female - Digestate Direct,Spreading,kilotonne,-,0.000338853,0.000333227,0.000326318,0.002319504,0.002238928,0.002191631,0.002355294,0.00233436,0.002321648,0.002278599,0.002233204,0.002296007,0.002203091,0.002125799,0.002503378,0.004379844,0.004484361,0.010557041,0.011364242,0.020269598,0.030136537,0.067109458,0.095760276,0.200835124,0.300352773,0.450314516,0.481827168,0.500745267,0.516727059,0.537857618,0.563907522,0.576321095,0.56817074
Total GHGs in CO2 Eq.,3D1biii,Dairy Replacements Female - Digestate Direct,Spreading,kilotonne,-,0.000382624,0.00039758,0.00038725,0.002375084,0.00266226,0.002701975,0.003110608,0.003003082,0.003014517,0.002848057,0.002702948,0.002360364,0.002302307,0.002441468,0.001867486,0.003141561,0.003070918,0.007885068,0.007965049,0.014097829,0.020243017,0.048216129,0.070547016,0.144552153,0.202331204,0.318776544,0.377902044,0.378752093,0.391944327,0.395167328,0.408877093,0.423826004,0.426902239
Total GHGs in CO2 Eq.,3D1biii,Dairy In Calf Heifers - Digestate Direct,Spreading,kilotonne,-,0.000382597,0.000407205,0.000425787,0.003020752,0.003093643,0.003258346,0.003594084,0.003403701,0.003298016,0.003286054,0.003186659,0.003037593,0.002748535,0.002829555,0.004831214,0.00874183,0.008247161,0.017510029,0.017610063,0.032319911,0.047990647,0.098690196,0.134825096,0.282626206,0.400158046,0.585882357,0.682244487,0.681143612,0.664120744,0.64047802,0.605051089,0.58931957,0.601953034
Total GHGs in CO2 Eq.,3D1biii,Dairy Cows - Digestate Direct,Spreading,kilotonne,-,0.006289751,0.006223479,0.006082953,0.041782739,0.040977234,0.040638532,0.045201424,0.044739557,0.045211805,0.04466269,0.046144223,0.047616817,0.046618416,0.046252732,0.05194337,0.094786444,0.095218926,0.217213926,0.217620324,0.394955166,0.584190678,1.292105509,1.86010762,3.961684742,5.962339931,8.861527202,10.69232252,11.41349958,11.714404,11.95966245,12.02618474,11.90492779,11.99296708
Total GHGs in CO2 Eq.,3D1biii,Crop Digestates - Direct,Spreading,kilotonne,-,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.00462902,0.007108852,0.007108852,0.007108852,0.222027638,0.387349781,3.972360449,8.499376686,15.56987409,23.7911624,41.63472846,62.60691687,80.25707255,88.34595436,89.39260884,89.893415,92.67755982,94.00162487,94.37029324,94.37029324
Total GHGs in CO2 Eq.,3D1biii,Heifers for breeding - Digestate Direct,Spreading,kilotonne,-,0.000575199,0.000615821,0.000629072,0.002930777,0.002724168,0.002823728,0.003521052,0.003310349,0.003271251,0.003081771,0.003385943,0.003973767,0.003805194,0.003677921,0.005593746,0.012819656,0.01285337,0.023623298,0.024476096,0.043198468,0.061069683,0.120969903,0.157519967,0.351378429,0.527245676,0.802716914,0.869991017,0.925982151,1.011169073,1.019350885,1.016686479,1.024383683,1.040036252
Total GHGs in CO2 Eq.,3D1biii,Laying Hens - Digestate Direct,Spreading,kilotonne,-,0.016913988,0.016977618,0.016964926,0.012176246,0.015581667,0.005379533,0.01256078,0.010939631,0.01049389,0.009958872,0.008931627,0.014889242,0.013690514,0.013865939,0.017572135,0.021502229,0.015158428,0.066532131,0.070988693,0.181831699,0.294218876,0.549546987,0.826740326,2.571651012,4.177236053,8.451960356,8.742921634,9.403336406,9.960800205,10.0197714,9.590441205,11.55274548,11.26284593
Total GHGs in CO2 Eq.,3D1biii,Poultry - Other - Digestate Direct,Spreading,kilotonne,-,0.00147536,0.0017002,0.001769627,0.001930769,0.001823889,0.001907153,9.90688468628569e-05,0.002626489,0.002343311,0.001693959,0.001886793,0.001231031,0.000934913,0.000554141,0.001220549,0.001720241,0.001350611,0.024286609,0.025884515,0.052541084,0.10272664,0.195318894,0.302513163,0.963505204,1.400259357,2.27396027,2.179598941,2.215634061,2.325565532,2.072483228,2.262807821,1.688387082,2.136038799
Total GHGs in CO2 Eq.,3D1biii,Steers - Digestate Direct,Spreading,kilotonne,-,0.002030582,0.001996249,0.002037445,0.011786608,0.011380336,0.01055363,0.012476559,0.012775848,0.012262809,0.012730701,0.011790828,0.012059786,0.012245858,0.012348155,0.015439918,0.035283713,0.035177434,0.072867482,0.074619211,0.120800192,0.16750357,0.37261045,0.509576984,1.149945437,1.747162164,2.631188259,3.096530254,3.190389443,3.197946218,3.152827009,3.198274362,3.205803548,3.232739505
Total GHGs in CO2 Eq.,3D1biii,Turkeys - Digestate Direct,Spreading,kilotonne,-,0.012480985,0.014327899,0.014857207,0.016150986,0.015202629,0.015841439,0.016022332,0.014279856,0.012699038,0.009151002,0.01016128,0.006862332,0.007678237,0.007534089,0.012115704,0.009475001,0.006611242,0.030429002,0.027189887,0.039528828,0.075940329,0.180779168,0.317568098,0.827377115,1.707336016,2.654322442,2.405349609,2.514979566,2.362413845,2.317116605,2.275266946,2.462835414,1.750168233
Total GHGs in CO2 Eq.,3D1biii,Poultry - Breeding Flock - Digestate Direct,Spreading,kilotonne,-,0.01512131,0.009772397,0.007647826,0.008052015,0.005154313,0.021910282,0.005548785,0.005885142,0.005999129,0.004892112,0.019527257,0.009590969,0.008476858,0.005687791,0.006436132,0.009355881,0.057692794,0.037641927,0.036926425,0.073504744,0.144125488,0.296876178,0.496466735,1.639915627,2.919949835,7.32560466,7.646688499,7.908739378,7.778527916,7.521449257,7.228361172,7.701423491,7.889514827
Total GHGs in CO2 Eq.,3D1biii,Poultry - Growing Pullets - Digestate Direct,Spreading,kilotonne,-,0.00504043,0.004844205,0.004845035,0.003453486,0.002840796,0.001159697,0.001967589,0.001991865,0.00187835,0.001965179,0.002124374,0.001796511,0.001774548,0.001540241,0.002205451,0.003804481,0.002677,0.011017438,0.010488616,0.015253146,0.036755372,0.083728105,0.123756701,0.468458544,0.722440901,1.402852484,1.502645398,1.461561902,1.666939698,1.639154823,1.809749318,1.84134802,1.835774794
Total GHGs in CO2 Eq.,3D1biii,Food Digestates - Direct,Spreading,kilotonne,-,-,-,-,-,-,-,0.004164286,0.004164286,0.004164286,0.004164286,0.004164286,1.669878571,1.669878571,2.71095,4.622877679,4.726984821,5.393270536,5.474474107,8.327009821,17.41035804,33.05703696,39.26219746,61.04453496,81.45078425,98.03765479,126.5851347,139.1456615,145.2515454,154.0858597,159.6986186,162.1139043,159.3155043,159.3155043
Total GHGs in CO2 Eq.,3D1biii,Poultry - Ducks - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,0.000324801,0.000352147,0.000314027,0.000226899,0.000252619,0.000667013,0.000671759,0.000468722,0.000897249,0.001080451,0.000882152,0.012779285,0.016117254,0.026989515,0.049609014,0.0961089,0.168490433,0.386509337,0.737514804,1.115999812,1.313561274,1.19964696,1.126477334,1.217625825,1.241706673,1.248511803,1.099624081
Total GHGs in CO2 Eq.,3D1biii,Poultry - Geese - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,2.28364464742857e-05,0.000222294,0.000198231,0.000143231,0.000159467,0.000459114,4.28836193971428e-05,2.62213890321428e-05,5.41452717378572e-05,6.51447643864287e-05,4.88886705607142e-05,0.000660982,0.000810127,0.001411791,0.002344786,0.003896957,0.006155536,0.021644949,0.048764238,0.075940651,0.077433521,0.078934486,0.072445478,0.070447594,0.060676135,0.073055517,0.074812374
Total GHGs in CO2 Eq.,3D1biii,Boar - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.003502847,0.003972111,0.003761636,0.003485011,0.003779447,0.003830415,0.00453154,0.006190963,0.01072195,0.020665376,0.031372757,0.036574242,0.031197352,0.031348329,0.030290326,0.028291623,0.029184225,0.025244961,0.02636848
Total GHGs in CO2 Eq.,3D1biii,Other organic residue Digestates - Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.325283929,1.367135,1.367135,1.388060536,1.388060536,3.062103393,3.327160179,4.666394464,6.910100155,7.493225084,9.119836727,11.00735492,11.60722028,11.60722028,13.00223913,13.35310748,13.35310748,14.75023575,14.75023575
Total GHGs in CO2 Eq.,3D1biii,Fattening Pig 20 to 80 kg - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.272202823,0.333390551,0.335805857,0.326312767,0.32320543,0.335359539,0.412883459,0.581576125,1.14703663,2.324575923,3.229815103,3.796297527,3.74595663,3.852980914,4.027986835,3.940032116,4.09560582,4.041266225,3.909515112
Total GHGs in CO2 Eq.,3D1biii,Fattening Pig < 20 kg - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04873774,0.058441112,0.057126625,0.054921196,0.056839861,0.059049021,0.08313558,0.114330913,0.241010816,0.456124137,0.646952733,0.823376323,0.855895538,0.957588271,0.94221504,0.996273357,1.000938927,0.985187303,0.9568941
Total GHGs in CO2 Eq.,3D1biii,Fattening Pig > 80 kg - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.119713544,0.145120295,0.149561145,0.141379994,0.139712238,0.147542577,0.189204435,0.262036697,0.505395775,1.023608775,1.410783419,1.657930761,1.645078111,1.691809753,1.77745567,1.756797597,1.827971389,1.799101716,1.745602623
Total GHGs in CO2 Eq.,3D1biii,Gilt - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.014867468,0.017305341,0.014805202,0.012087784,0.012381476,0.016541761,0.022260282,0.031927019,0.058285503,0.10529487,0.151716304,0.172362825,0.171780471,0.180220541,0.185053027,0.1931446,0.188770041,0.148125365,0.174721218
Total GHGs in CO2 Eq.,3D1biii,Sow - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05695642,0.07084301,0.067830895,0.057477531,0.057658985,0.059936472,0.085899993,0.116886167,0.21023876,0.415099533,0.610522307,0.748313993,0.7438503,0.754417125,0.771362323,0.76124467,0.737151331,0.634225613,0.672094281
Total GHGs in CO2 Eq.,3D1c,Pig - Boar - Direct,Grazing,kilotonne,0.386782547,0.416475523,0.437694684,0.471982438,0.475799307,0.462542486,0.4727466,0.49583835,0.482670262,0.421461602,0.343925286,0.325264242,0.280369983,0.235521783,0.23441268,0.214282406,0.211859547,0.191646752,0.177299288,0.186775179,0.164014669,0.15788622,0.150433028,0.136253518,0.124353643,0.127380392,0.12346225,0.11111248,0.104289787,0.09989113,0.094324916,0.099106595,0.085760745,0.082155431
Total GHGs in CO2 Eq.,3D1c,Poultry - Breeding Flock - Direct,Grazing,kilotonne,0.145535388,0.140727837,0.132366794,0.142012431,0.149777888,0.1475608,0.17289917,0.171184055,0.186270864,0.173835406,0.196172074,0.198899134,0.164541274,0.13669745,0.109290018,0.07737171,0.067354385,0.062729822,0.03324102,0.01769276,0.017770617,0.019051496,0.018643203,0.021026439,0.021206006,0.02367178,0.024213477,0.025521648,0.026172934,0.025080743,0.02438782,0.023321429,0.022795241,0.02417429
Total GHGs in CO2 Eq.,3D1c,Dairy - Dairy Cows - Direct,Grazing,kilotonne,178.9891131,172.2383303,168.6322226,166.0619548,166.7989953,159.8206473,160.975975,155.6648353,151.0432483,151.3077512,143.0308892,138.3423257,134.253892,129.156148,123.7124093,115.5100843,108.6659555,100.4793058,91.11640827,83.83814919,80.64327935,76.30877831,71.61789038,70.61912569,75.63522901,76.15729165,73.90678202,75.38888178,74.82080028,76.17551372,76.46452943,77.66202433,76.99786937,75.67216818
Total GHGs in CO2 Eq.,3D1c,Poultry - Ducks - Direct,Grazing,kilotonne,0.043196224,0.043653598,0.048284023,0.053336592,0.053530176,0.057956648,0.070355699,0.094771423,0.067735295,0.068578386,0.065060633,0.071977432,0.092414943,0.080294255,0.105784045,0.099637212,0.128772078,0.098286904,0.093794348,0.116853296,0.106418935,0.100119491,0.092964638,0.094805067,0.07749738,0.083592506,0.073300304,0.085156614,0.077042673,0.071473332,0.075112508,0.077152403,0.081281002,0.061087903
Total GHGs in CO2 Eq.,3D1c,Sheep - Ewe - Direct,Grazing,kilotonne,158.2793664,159.1395717,164.3431076,167.6846437,163.1173404,161.9302133,159.0540518,163.1205742,167.9416746,167.6646966,160.3616484,141.8405669,140.0656362,137.664577,137.6164211,132.3799138,125.7704686,125.6957856,117.2664348,113.5160139,112.3084037,116.6714209,119.9163095,119.314522,126.6178372,125.2641151,124.4008325,128.8584666,124.0853746,128.1075328,123.1838365,125.0255322,125.2157466,119.953186
Total GHGs in CO2 Eq.,3D1c,Poultry - Geese - Direct,Grazing,kilotonne,0.003371863,0.002887007,0.002779327,0.003115288,0.002712374,0.002801026,0.003400361,0.003456386,0.003433993,0.003462502,0.003688684,0.003481691,0.007130207,0.005291559,0.006091155,0.006203379,0.007069978,0.004658641,0.004715723,0.005826729,0.005589103,0.004935453,0.003979257,0.003696499,0.004205654,0.005333712,0.005739368,0.00607771,0.005998061,0.005533675,0.005176291,0.004527839,0.004964013,0.004806836
Total GHGs in CO2 Eq.,3D1c,Pig - Gilt - Direct,Grazing,kilotonne,0.941913123,1.001620097,1.06768003,1.230011974,1.173547035,1.167767514,1.321977477,1.50410088,1.386321966,1.223505975,1.027262069,0.878528519,0.972609333,0.913957497,0.899698463,0.902175648,0.915673625,0.90236786,0.894986064,1.03364964,1.210397552,1.223557265,1.241148034,1.207583029,1.058521574,1.047273059,0.979978315,0.988170451,1.002488868,1.013927565,1.0324538,1.043529366,0.790442268,0.869819183
Total GHGs in CO2 Eq.,3D1c,Poultry - Growing Pullets - Direct,Grazing,kilotonne,0.073053204,0.076014963,0.073294749,0.071644686,0.068286915,0.066184985,0.063631563,0.072788529,0.061247604,0.058632184,0.057027007,0.053327249,0.052072009,0.041428739,0.03791406,0.048443867,0.040199188,0.035412444,0.03431581,0.029047409,0.030462973,0.032425831,0.032032752,0.029989091,0.032107416,0.031014591,0.031817923,0.033409658,0.031386286,0.034833826,0.03195024,0.034867165,0.032964407,0.032015236
Total GHGs in CO2 Eq.,3D1c,Sheep - Lamb - Direct,Grazing,kilotonne,88.43867713,88.23803372,91.45094966,89.10159299,84.87385058,83.81858151,81.36670165,85.22410504,88.70015633,87.91572109,84.73518479,75.35600457,72.91556662,73.58405075,74.70744573,75.30177805,71.01954673,73.60661084,68.28287888,67.80474646,65.05823059,68.39126154,68.98426214,68.27035193,73.09664549,72.12784487,70.90238825,74.37821335,70.81529552,74.64462556,73.69532649,74.59423513,74.24281915,68.94861975
Total GHGs in CO2 Eq.,3D1c,Poultry - Laying Hens - Direct,Grazing,kilotonne,0.780617729,0.832932731,0.886162428,0.932179515,0.975092968,1.001186904,1.002286668,1.204509845,1.064991291,1.108044439,1.122496892,1.205741062,1.200836015,1.252067693,1.306298623,1.356520326,1.361905138,1.323387923,1.287333277,1.376547206,1.526594213,1.551363211,1.498669954,1.500799681,1.538927397,1.55285416,1.622807147,1.707819519,1.790245592,1.850457703,1.8255942,1.797895726,1.87149972,1.913756649
Total GHGs in CO2 Eq.,3D1c,Poultry - Other - Direct,Grazing,kilotonne,0.024946162,0.026022682,0.023071652,0.0239184,0.025540537,0.02929289,0.035510475,0.065891036,0.055201042,0.054496724,0.082535447,0.103175458,0.087134321,0.112582498,0.12653819,0.137065324,0.206245134,0.152629816,0.172651031,0.188471217,0.204791196,0.203874635,0.187284245,0.169733304,0.188745798,0.157104447,0.17031339,0.164094191,0.159186658,0.167326156,0.146848143,0.160063674,0.113267557,0.128265955
Total GHGs in CO2 Eq.,3D1c,Sheep - Ram - Direct,Grazing,kilotonne,5.56331408,5.595379781,5.634069342,5.661573168,5.578658309,5.575159488,5.44803267,5.575350324,5.946892254,6.43052379,5.360367606,4.819294388,4.606352011,4.560494405,4.575408604,4.598416612,4.599603412,4.37260093,4.163843333,4.017215644,3.864345297,4.084768853,4.234026576,4.570507412,4.499077703,4.400460871,4.378553705,4.480055155,4.376637079,4.51537997,4.321957173,4.373571673,4.248838809,4.193265839
Total GHGs in CO2 Eq.,3D1c,Pig - Sow - Direct,Grazing,kilotonne,4.784867382,5.182690966,5.381537853,5.751391673,5.948094462,5.846219845,6.019779593,6.548150775,6.715296879,6.263044536,5.69958627,5.713622904,5.324453762,4.503578087,4.330673154,3.645532911,3.412653299,4.066403742,4.370669465,5.367186225,4.888916827,4.919485825,4.854622972,4.795980703,4.703129944,4.726284083,4.830772548,4.843240742,4.694967226,4.783091285,4.675377231,4.566430949,3.908198128,3.826784332
Total GHGs in CO2 Eq.,3D1c,Poultry - Turkeys - Direct,Grazing,kilotonne,0.236903912,0.246070164,0.242034313,0.247033934,0.267166784,0.301628798,0.365258044,0.287818386,0.337294864,0.284831359,0.25932462,0.295200993,0.265086988,0.268912749,0.289857797,0.293329033,0.27542405,0.182809738,0.27762548,0.241396436,0.206629607,0.208958151,0.199660019,0.219406255,0.201568001,0.232574437,0.226418616,0.22236625,0.221098774,0.21144345,0.198251182,0.201237228,0.200244789,0.134160628
