PCON24CD,mean,min_nox_emission_per_km2,max_nox_emission,median_nox_emission_per_km2,stdev,mean_nox_emission_per_km2,sd_nox_emission_per_km2,sum,area_km2,total_nox_t_per_km2,total_nox
E14001157,1.2340929508209229,5.77195081859827e-4,16.517669677734375,0.6397675942510818,1.5283983945846558,2.318369150161743,1.6934831142425537,68.34336853027344,55.37943147877256,1.2340929963585863,68.34336853027344
E14001158,2.2267837524414063,0.0024764989502727985,11.32898998260498,1.9850713423403774,1.6276741027832031,2.725762128829956,1.5780564546585083,89.30790710449219,40.10875200606617,2.226643877899392,89.30790710449219
E14001159,2.3330154418945313,0.0031974860467016697,7.19760799407959,1.824309907820264,1.8223047256469727,2.920527458190918,1.6640897989273071,73.230499267578125,31.57762553320974,2.3190628817408276,73.230499267578125
E14001160,12.790660858154297,2.4500060081481934,60.71611022949219,10.324069792894928,6.965239524841309,13.264376640319824,6.757541656494141,115.97648620605469,9.067278695910751,12.790660803043242,115.97648620605469
E14001161,2.5915720462799072,0.0024075470864772797,13.12479019165039,1.8145228979195307,3.12595534324646,4.102290153503418,3.4890215396881104,90.57506561279297,35.19140905214816,2.573783433296885,90.57506561279297
E14001162,0.6394894123077393,1.6278370458167046e-4,4.70762300491333,0.2307397224510803,0.8395257592201233,1.6868258714675903,1.0653605461120605,91.74250030517578,144.73463411022192,0.6338669446271564,91.74250030517578
E14001163,1.0886107683181763,5.644356133416295e-5,12.493300437927246,0.2454388800242899,2.2438547611236572,3.1727757453918457,3.3572821617126465,111.796142578125,113.12869617494887,0.9882209055537674,111.796142578125
E14001164,0.1660161316394806,1.137291983468458e-4,12.470849990844727,0.05355334173793719,0.45075634121894836,0.8633738160133362,0.9837107062339783,118.78482055664063,755.5243492764345,0.1572216973157792,118.78482055664063
E14001165,1.7727370262145996,4.601959080900997e-4,8.771387100219727,1.4777385582834157,1.631257176399231,2.301384210586548,1.4742332696914673,82.52765655517578,47.58769847948487,1.734222481693532,82.52765655517578
E14001166,0.3814423978328705,1.5328850713558495e-4,9.190049171447754,0.09621624245801137,0.9457129240036011,1.7103475332260132,1.977868914604187,100.65406799316406,293.73340266741735,0.3426715078336891,100.65406799316406
