LSOA21CD,number_of_households
E01017425,480
E01017426,599
E01017427,843
E01017428,707
E01017429,865
E01017430,642
E01017431,753
E01017432,578
E01017433,646
E01017434,690
E01017435,728
E01017436,978
E01017437,806
E01017438,726
E01017439,789
E01017440,823
E01017441,644
E01017442,1079
E01017443,715
E01017444,879
E01017446,745
E01017447,1046
E01017449,861
E01017450,888
E01017451,601
E01017452,601
E01017453,623
E01017454,584
E01017455,646
E01017456,645
E01017457,494
E01017458,512
E01017459,696
E01017460,925
E01017462,622
E01017463,594
E01017464,631
E01017465,643
E01017466,998
E01017467,649
E01017468,596
E01017470,509
E01017471,978
E01017472,542
E01017474,697
E01017475,577
E01017476,550
E01017477,521
E01017478,727
E01017479,644
E01017480,780
E01017481,493
E01017482,624
E01017483,590
E01017484,620
E01017485,627
E01017487,742
E01017488,699
E01017489,613
E01017490,597
E01017491,640
E01017492,614
E01017493,648
E01017495,938
E01017496,683
E01017497,605
E01017498,491
E01017499,625
E01017500,621
E01017501,940
E01017502,926
E01017503,547
E01017504,854
E01017505,646
E01017506,669
E01017507,527
E01017508,686
E01017509,519
E01017510,720
E01017511,484
E01017512,542
E01017513,547
E01017514,667
E01017515,623
E01017517,599
E01017518,655
E01017519,644
E01017520,784
E01017521,641
E01017522,948
E01017523,631
E01017524,695
E01017525,509
E01017526,614
E01017527,545
E01017528,977
E01017529,514
E01017530,582
E01017531,580
E01017532,510
E01017533,479
E01017534,641
E01017535,675
E01017536,841
E01017537,491
E01017538,522
E01017539,525
E01017540,616
E01017541,532
E01017542,618
E01017543,629
E01017544,607
E01017545,590
E01017546,505
E01017547,643
E01017549,714
E01017552,1043
E01017553,552
E01017554,809
E01017555,1061
E01017556,722
E01017557,1001
E01017558,751
E01017559,677
E01017560,627
E01017561,621
E01017562,1057
E01017563,689
E01017564,622
E01017565,632
E01017566,596
E01017567,708
E01017568,1036
E01017569,815
E01017571,543
E01017572,587
E01017573,596
E01017576,555
E01017577,1065
E01017578,912
E01017579,785
E01017580,1021
E01017581,760
E01017582,599
E01017583,745
E01017584,808
E01017585,537
E01017586,628
E01017587,717
E01017588,553
E01017589,807
E01017590,660
E01017591,774
E01017592,753
E01017593,637
E01017594,890
E01017595,468
E01017596,620
E01017597,617
E01017598,641
E01017600,837
E01017601,506
E01017602,631
E01017603,639
E01017604,640
E01017605,512
E01017606,735
E01017607,532
E01017608,754
E01017609,817
E01017610,447
E01017611,508
E01017612,535
E01017613,596
E01017614,585
E01017616,956
E01017617,527
E01017618,793
E01017619,777
E01017620,762
E01017621,635
E01017622,705
E01017623,784
E01017624,727
E01017625,647
E01017626,663
E01017627,755
E01017628,663
E01017629,719
E01017630,649
E01017631,920
E01017634,733
E01017635,629
E01017636,631
E01017637,485
E01017638,506
E01017639,606
E01017640,639
E01017642,554
E01017643,592
E01017644,648
E01017645,681
E01017646,996
E01017647,621
E01017648,676
E01017649,1038
E01017651,642
E01017652,705
E01017653,606
E01017654,648
E01017655,815
E01017657,663
E01017658,668
E01017659,616
E01017660,755
E01017661,632
E01017662,577
E01017663,616
E01017664,623
E01017665,1060
E01017666,957
E01017667,532
E01017668,633
E01017669,949
E01017670,752
E01017671,640
E01017672,644
E01017673,540
E01017674,560
E01017675,766
E01017676,605
E01017677,840
E01017678,576
E01017679,626
E01017680,545
E01017681,582
E01017682,505
E01017683,711
E01017684,480
E01017687,1056
E01017688,510
E01017689,552
E01017690,482
E01017691,532
E01017692,681
E01017693,468
E01017694,944
E01017695,530
E01017696,557
E01017697,613
E01017698,530
E01017699,636
E01017700,642
E01017701,1037
E01017702,658
E01017703,545
E01017704,508
E01017706,504
E01017707,468
E01017708,589
E01017709,572
E01017710,546
E01017711,654
E01017712,919
E01017713,609
E01017714,652
E01017715,505
E01017716,749
E01017717,751
E01017718,753
E01017719,510
E01017720,524
E01017721,805
E01017722,640
E01017723,498
E01017724,519
E01017726,571
E01017727,716
E01017729,675
E01017730,739
E01017731,590
E01017732,661
E01017733,547
E01017734,641
E01017735,591
E01017736,683
E01017737,590
E01017738,1061
E01017739,495
E01017740,564
E01017741,666
E01017742,789
E01017743,733
E01017744,613
E01017745,818
E01017746,604
E01017747,539
E01017748,797
E01017749,733
E01017750,908
E01017751,791
E01017752,903
E01017753,515
E01017754,548
E01017755,890
E01017756,582
E01017757,476
E01017758,500
E01017759,780
E01017760,652
E01017761,857
E01017762,511
E01017763,802
E01017764,607
E01017765,622
E01017766,935
E01017767,911
E01017768,1012
E01017769,640
E01017770,749
E01017771,631
E01017773,646
E01017774,530
E01017775,732
E01017776,891
E01017777,669
E01017778,508
E01017779,413
E01017780,554
E01017781,477
E01017782,553
E01017783,610
E01017784,655
E01017785,663
E01017786,622
E01017787,628
E01017788,760
E01017789,534
E01017790,522
E01017791,624
E01017792,1130
E01017793,603
E01017794,890
E01017795,860
E01017796,805
E01017797,523
E01017798,728
E01017799,880
E01017800,683
E01017801,611
E01017802,650
E01017803,532
E01017804,741
E01017805,821
E01017806,660
E01017807,619
E01017808,692
E01017809,601
E01017810,1153
E01017811,507
E01017812,741
E01017813,819
E01017814,629
E01017815,713
E01017816,777
E01017817,756
E01017818,728
E01017819,585
E01017820,816
E01017821,581
E01017822,652
E01017823,575
E01017824,677
E01017825,660
E01017826,629
E01017827,825
E01017828,637
E01017829,701
E01017830,798
E01017831,651
E01017832,649
E01017833,1138
E01017834,583
E01017835,749
E01017836,560
E01017837,1012
E01017838,512
E01017839,792
E01017840,676
E01017841,881
E01017843,662
E01017844,702
E01017845,683
E01017846,661
E01017847,760
E01017848,490
E01017849,700
E01017850,481
E01017851,668
E01017852,710
E01017853,572
E01017854,505
E01017855,661
E01017856,571
E01017857,599
E01017858,963
E01017859,611
E01017860,489
E01017861,598
E01017862,708
E01017863,638
E01017864,525
E01017865,610
E01017866,614
E01017867,596
E01017868,646
E01017869,508
E01017870,465
E01017871,612
E01017872,654
E01017873,522
E01017874,556
E01017875,546
E01017876,774
E01017877,643
E01017878,1016
E01017880,516
E01017881,745
E01017882,640
E01017883,633
E01017884,621
E01017885,867
E01017886,617
E01017887,471
E01017888,598
E01017889,573
E01017890,494
E01017891,631
E01017892,606
E01017893,905
E01017894,660
E01017895,613
E01017896,614
E01017897,666
E01017898,487
E01017899,679
E01017900,488
E01017901,461
E01017902,635
E01017903,520
E01017904,660
E01017905,946
E01017906,491
E01017907,600
E01017910,1097
E01017911,626
E01017912,547
E01017913,869
E01017914,516
E01017915,565
E01017916,480
E01017917,631
E01017918,704
E01017919,635
E01017920,568
E01017921,700
E01017922,886
E01017923,760
E01017924,589
E01017925,776
E01017926,654
E01017927,642
E01017928,595
E01017929,816
E01017930,806
E01017931,647
E01017932,690
E01017933,858
E01017934,786
E01017935,869
E01017936,640
E01017937,560
E01017938,499
E01017939,584
E01017940,693
E01017941,635
E01017942,578
E01017943,896
E01017944,587
E01017945,782
E01017946,605
E01017947,688
E01017948,675
E01017949,739
E01017950,535
E01017951,637
E01017952,682
E01017953,723
E01017954,587
E01017955,635
E01017959,685
E01017960,559
E01017961,571
E01017962,756
E01017963,666
E01017964,506
E01017965,721
E01017967,584
E01017968,693
E01017969,684
E01017971,683
E01017972,688
E01017973,742
E01017974,712
E01017975,706
E01017976,688
E01017977,775
E01017978,625
E01017979,658
E01017980,557
E01017983,1144
E01017985,654
E01017987,804
E01017988,527
E01017989,899
E01017990,587
E01017991,565
E01017992,787
E01017994,741
E01017995,823
E01017996,619
E01017997,1071
E01017998,724
E01017999,744
E01018000,754
E01018001,749
E01018005,690
E01018006,736
E01018007,614
E01018008,668
E01018009,914
E01018010,842
E01018011,1027
E01018012,636
E01018013,830
E01018014,768
E01018015,577
E01018016,587
E01018017,592
E01018019,481
E01018020,607
E01018021,622
E01018022,604
E01018023,920
E01018024,583
E01018025,745
E01018026,702
E01018027,786
E01018032,1088
E01018033,912
E01018034,694
E01018035,961
E01018036,718
E01018037,595
E01018038,664
E01018039,553
E01018040,553
E01018041,494
E01018042,651
E01018043,914
E01018044,817
E01018045,559
E01018047,824
E01018049,892
E01018050,602
E01018051,998
E01018052,895
E01018053,736
E01018054,1038
E01018055,853
E01018056,820
E01018057,857
E01018058,696
E01018059,599
E01018060,786
E01018061,530
E01018062,1127
E01018063,1137
E01018064,1036
E01018065,1045
E01018066,684
E01018067,793
E01018068,645
E01018069,749
E01018070,876
E01018071,825
E01018072,951
E01018073,1050
E01018074,533
E01018075,519
E01018076,1078
E01018077,935
E01018078,832
E01018079,800
E01018080,986
E01018081,603
E01018082,816
E01018083,761
E01018084,925
E01018085,709
E01018086,860
E01018087,1056
E01018088,706
E01018090,870
E01018091,645
E01018092,815
E01018093,1079
E01018094,814
E01018095,716
E01018096,789
E01018097,680
E01018098,596
E01018099,534
E01018100,704
E01018101,659
E01018103,491
E01018104,522
E01018105,554
E01018106,701
E01018107,663
E01018108,829
E01018109,808
E01018110,1141
E01018111,1021
E01018113,610
E01018115,569
E01018116,1061
E01018117,838
E01018118,866
E01018119,686
E01018120,828
E01018121,530
E01018122,492
E01018123,687
E01018124,777
E01018125,623
E01018126,685
E01018127,638
E01018128,531
E01018129,719
E01018130,809
E01018131,660
E01018133,675
E01018134,781
E01018136,688
E01018137,728
E01018138,1063
E01018139,622
E01018140,508
E01018141,708
E01018142,632
E01018143,885
E01018144,624
E01018145,486
E01018146,794
E01018147,619
E01018148,1045
E01018149,549
E01018150,676
E01018152,596
E01018153,759
E01018154,1085
E01018155,689
E01018156,720
E01018157,845
E01018158,904
E01018159,667
E01018160,683
E01018161,584
E01018162,621
E01018163,607
E01018164,525
E01018165,556
E01018166,653
E01018167,596
E01018168,1181
E01018169,917
E01018170,596
E01018171,689
E01018172,657
E01018173,518
E01018174,692
E01018175,556
E01018176,520
E01018177,646
E01018178,676
E01018179,604
E01018180,573
E01018182,585
E01018183,627
E01018184,498
E01018185,728
E01018186,733
E01018187,1155
E01018188,637
E01018189,501
E01018190,664
E01018191,567
E01018192,786
E01018193,546
E01018194,589
E01018195,555
E01018196,553
E01018197,649
E01018198,707
E01018199,664
E01018200,657
E01018201,617
E01018202,641
E01018203,792
E01018204,556
E01018205,831
E01018206,762
E01018207,647
E01018208,901
E01018209,668
E01018210,618
E01018211,764
E01018212,682
E01018213,795
E01018214,832
E01018215,606
E01018216,990
E01018217,731
E01018218,709
E01018219,599
E01018220,595
E01018221,756
E01018222,587
E01018223,831
E01018224,585
E01018225,481
E01018226,419
E01018227,781
E01018228,660
E01018231,1071
E01018232,971
E01018233,663
E01018234,699
E01018235,695
E01018236,856
E01018237,613
E01018238,590
E01018239,618
E01018240,536
E01018241,528
E01018242,717
E01018243,663
E01018244,779
E01018245,719
E01018246,703
E01018247,736
E01018248,786
E01018251,482
E01018252,603
E01018253,449
E01018254,876
E01018255,466
E01018256,1021
E01018257,626
E01018258,683
E01018259,589
E01018260,882
E01018262,544
E01018263,608
E01018264,695
E01018265,714
E01018267,1020
E01018268,810
E01018269,676
E01018270,465
E01018271,636
E01018272,585
E01018273,659
E01018274,683
E01018275,1151
E01018276,617
E01018277,769
E01018278,1027
E01018279,702
E01018280,617
E01018281,689
E01018282,558
E01018283,490
E01018284,581
E01018285,587
E01018286,660
E01018287,570
E01018288,565
E01018289,506
E01018290,1011
E01018291,486
E01018292,576
E01018293,678
E01018294,896
E01018295,696
E01018296,450
E01018297,782
E01018298,698
E01018299,981
E01018300,526
E01018301,580
E01018302,611
E01018303,527
E01018304,920
E01018305,538
E01018306,621
E01018307,922
E01018308,845
E01018309,661
E01018310,644
E01018311,662
E01018312,599
E01018313,605
E01018314,717
E01018315,553
E01018316,587
E01018317,750
E01018319,1025
E01018320,607
E01018321,559
E01018322,503
E01018323,604
E01018324,554
E01018325,603
E01018328,457
E01018330,471
E01018331,754
E01018332,473
E01018333,692
E01018334,684
E01018335,953
E01018336,531
E01018337,541
E01018338,794
E01018339,1126
E01018340,745
E01018341,515
E01018342,965
E01018343,803
E01018344,904
E01018345,504
E01018346,618
E01018347,624
E01018349,758
E01018350,911
E01018351,652
E01018352,904
E01018353,624
E01018354,660
E01018355,636
E01018356,688
E01018357,771
E01018358,498
E01018359,436
E01018360,833
E01018361,598
E01018362,632
E01018363,471
E01018364,727
E01018365,939
E01018366,650
E01018367,872
E01018368,680
E01018369,661
E01018370,657
E01018371,939
E01018372,967
E01018373,950
E01018374,763
E01018375,842
E01018376,649
E01018377,841
E01018378,539
E01018379,611
E01018380,501
E01018381,516
E01018382,847
E01018383,599
E01018384,631
E01018385,845
E01018386,945
E01018387,828
E01018388,761
E01018389,787
E01018390,748
E01018391,1068
E01018392,785
E01018395,893
E01018396,610
E01018397,827
E01018398,741
E01018399,865
E01018400,1140
E01018401,625
E01018402,1017
E01018403,1029
E01018404,623
E01018405,606
E01018406,615
E01018407,666
E01018408,849
E01018409,948
E01018410,785
E01018411,988
E01018412,697
E01018413,618
E01018414,710
E01018415,816
E01018416,704
E01018417,774
E01018418,682
E01018419,953
E01018420,746
E01018421,557
E01018422,591
E01018423,639
E01018424,775
E01018425,798
E01018426,710
E01018427,504
E01018428,600
E01018429,691
E01018430,570
E01018431,550
E01018432,632
E01018433,694
E01018434,664
E01018435,733
E01018436,717
E01018437,787
E01018438,614
E01018439,880
E01018440,1101
E01018441,880
E01018443,932
E01018445,827
E01018446,550
E01018447,806
E01018448,753
E01018449,793
E01018450,1142
E01018451,749
E01018452,510
E01018454,713
E01018455,607
E01018456,612
E01018457,804
E01018458,966
E01018459,521
E01018460,629
E01018461,660
E01018462,942
E01018463,648
E01018464,729
E01018466,1164
E01018468,640
E01018469,727
E01018470,789
E01018471,634
E01018472,673
E01018473,663
E01018474,664
E01018475,640
E01018476,549
E01018477,697
E01018478,650
E01018479,1049
E01018481,842
E01018482,624
E01018483,636
E01018484,782
E01018485,615
E01018486,734
E01018487,737
E01018488,655
E01018489,610
E01018490,775
E01018491,727
E01018492,516
E01018493,692
E01018494,1152
E01018495,674
E01018496,678
E01018497,557
E01018498,655
E01018499,728
E01018500,523
E01018501,790
E01018502,534
E01018503,733
E01018504,857
E01018505,505
E01018506,536
E01018507,570
E01018508,591
E01018509,556
E01018510,731
E01018511,629
E01018512,701
E01018513,669
E01018514,891
E01018515,920
E01018516,697
E01018518,689
E01018519,711
E01018520,893
E01018521,570
E01018522,616
E01018523,605
E01018524,611
E01018525,756
E01018526,660
E01018527,650
E01018528,725
E01018529,632
E01018530,570
E01018531,713
E01018532,872
E01018533,645
E01018534,1191
E01018535,682
E01018536,816
E01018537,953
E01018538,481
E01018539,513
E01018540,617
E01018541,628
E01018542,510
E01018543,613
E01018544,640
E01018545,821
E01018546,678
E01018547,622
E01018548,927
E01018549,691
E01018550,506
E01018551,720
E01018552,1106
E01018553,744
E01018554,990
E01018555,488
E01018556,633
E01018557,655
E01018558,489
E01018559,467
E01018560,478
E01018561,488
E01018562,558
E01018565,637
E01018566,597
E01018567,598
E01018568,574
E01018569,561
E01018570,600
E01018571,659
E01018572,754
E01018573,653
E01018574,1020
E01018575,580
E01018576,929
E01018577,1100
E01018578,508
E01018579,547
E01018580,790
E01018581,714
E01018582,1055
E01018583,793
E01018584,750
E01018585,638
E01018586,834
E01018587,697
E01018588,634
E01018589,625
E01018590,791
E01018591,1055
E01018592,779
E01018593,807
E01018594,847
E01018595,780
E01018596,904
E01018598,743
E01018599,491
E01018600,680
E01018601,918
E01018602,874
E01018603,512
E01018604,595
E01018605,492
E01018606,813
E01018607,507
E01018608,553
E01018609,756
E01018610,900
E01018611,751
E01018612,576
E01018613,754
E01018614,843
E01018615,589
E01018616,637
E01018617,675
E01018618,643
E01018619,626
E01018620,590
E01018621,598
E01018622,742
E01018623,698
E01018624,1136
E01018625,728
E01018627,908
E01018628,640
E01018629,849
E01018630,621
E01018631,694
E01018632,727
E01018633,620
E01018634,769
E01018635,575
E01018636,580
E01018637,745
E01018638,676
E01018639,791
E01018640,629
E01018641,650
E01018642,535
E01018643,799
E01018644,648
E01018645,883
E01018646,749
E01018647,665
E01018648,961
E01018649,587
E01018650,742
E01018651,499
E01018652,603
E01018653,913
E01018654,967
E01018655,747
E01018657,503
E01018658,488
E01018659,520
E01018661,528
E01018662,486
E01018663,676
E01018664,581
E01018665,492
E01018666,717
E01018667,757
E01018668,702
E01018669,1110
E01018670,1031
E01018671,516
E01018672,720
E01018673,537
E01018674,701
E01018675,877
E01018676,796
E01018677,752
E01018678,514
E01018679,907
E01018680,713
E01018681,717
E01018682,582
E01018683,748
E01018684,1009
E01018685,628
E01018686,633
E01018687,578
E01018688,713
E01018689,672
E01018690,894
E01018691,725
E01018692,815
E01018693,863
E01018694,917
E01018695,943
E01018696,666
E01018697,779
E01018698,844
E01018699,655
E01018700,748
E01018701,628
E01018702,582
E01018703,967
E01018704,624
E01018705,622
E01018706,732
E01018707,770
E01018708,938
E01018709,675
E01018710,591
E01018711,721
E01018712,742
E01018714,1045
E01018715,799
E01018716,657
E01018717,739
E01018718,801
E01018719,634
E01018720,772
E01018721,987
E01018722,1114
E01018723,645
E01018724,800
E01018725,585
E01018726,623
E01018727,794
E01018728,635
E01018729,751
E01018730,652
E01018731,847
E01018732,555
E01018733,631
E01018734,512
E01018735,554
E01018736,738
E01018737,863
E01018738,682
E01018739,822
E01018740,613
E01018741,519
E01018742,969
E01018743,606
E01018744,680
E01018745,717
E01018746,855
E01018747,742
E01018748,510
E01018749,973
E01018750,972
E01018751,746
E01018752,965
E01018753,776
E01018754,839
E01018755,682
E01018756,743
E01018757,995
E01018759,674
E01018760,578
E01018761,865
E01018762,551
E01018763,480
E01018764,643
E01018765,671
E01018766,787
E01018767,638
E01018768,848
E01018770,604
E01018771,750
E01018772,797
E01018773,764
E01018774,802
E01018777,890
E01018778,771
E01018779,1034
E01018780,1062
E01018781,805
E01018782,652
E01018783,673
E01018784,675
E01018785,830
E01018786,550
E01018787,641
E01018788,705
E01018789,615
E01018790,486
E01018791,539
E01018792,1188
E01018793,824
E01018794,642
E01018795,520
E01018796,496
E01018797,524
E01018798,711
E01018799,523
E01018800,660
E01018803,819
E01018804,751
E01018805,676
E01018806,653
E01018807,849
E01018808,677
E01018810,580
E01018811,684
E01018812,735
E01018813,707
E01018814,657
E01018815,1000
E01018816,713
E01018817,926
E01018818,820
E01018819,688
E01018820,791
E01018821,707
E01018822,578
E01018823,761
E01018824,1132
E01018825,718
E01018826,1094
E01018827,696
E01018828,696
E01018829,546
E01018830,739
E01018831,626
E01018832,566
E01018833,756
E01018834,804
E01018835,752
E01018836,810
E01018837,1112
E01018838,661
E01018839,574
E01018840,708
E01018841,643
E01018842,736
E01018843,557
E01018844,634
E01018845,780
E01018846,627
E01018847,722
E01018848,775
E01018849,886
E01018850,602
E01018851,618
E01018853,1196
E01018854,612
E01018856,648
E01018857,617
E01018858,658
E01018859,786
E01018860,838
E01018861,675
E01018862,661
E01018863,723
E01018864,742
E01018865,1011
E01018866,953
E01018868,888
E01018869,747
E01018870,538
E01018871,728
E01018872,552
E01018873,515
E01018874,579
E01018875,651
E01018876,630
E01018877,684
E01018878,809
E01018879,876
E01018880,984
E01018881,957
E01018882,623
E01018883,706
E01018884,698
E01018885,690
E01018886,677
E01018887,793
E01018888,1027
E01018889,547
E01018890,714
E01018891,612
E01018892,686
E01018893,623
E01018894,844
E01018895,798
E01018896,665
E01018897,993
E01018898,563
E01018899,713
E01018900,853
E01018901,687
E01018902,508
E01018903,481
E01018904,960
E01018905,637
E01018906,526
E01018907,625
E01018908,820
E01018909,772
E01018910,914
E01018911,916
E01018912,836
E01018913,876
E01018914,949
E01018915,985
E01018916,598
E01018917,638
E01018918,863
E01018919,659
E01018920,902
E01018921,932
E01018922,1015
E01018923,606
E01018924,527
E01018925,965
E01018926,1118
E01018927,733
E01018928,802
E01018929,786
E01018930,681
E01018931,494
E01018932,725
E01018933,819
E01018934,1075
E01018935,1121
E01018936,801
E01018937,877
E01018938,825
E01018940,719
E01018941,731
E01018942,710
E01018943,969
E01018944,465
E01018945,559
E01018946,693
E01018948,768
E01018949,527
E01018950,887
E01018951,1022
E01018952,549
E01018953,547
E01018954,586
E01018955,703
E01018956,460
E01018957,618
E01018958,503
E01018959,666
E01018960,1018
E01018961,664
E01018962,882
E01018965,1040
E01018966,480
E01018967,549
E01018968,1052
E01018969,1028
E01018970,695
E01018971,885
E01018972,887
E01018973,685
E01018974,1093
E01018975,901
E01018976,1002
E01018977,604
E01018978,676
E01018979,615
E01018980,647
E01018981,941
E01018982,929
E01018983,685
E01018985,1046
E01018986,717
E01018987,920
E01018988,726
E01018989,748
E01018990,900
E01018991,721
E01018992,834
E01018993,743
E01018994,952
E01018995,1090
E01018996,752
E01018997,600
E01018998,676
E01018999,950
E01019000,714
E01019001,898
E01019002,623
E01019003,786
E01019004,725
E01019005,947
E01019006,693
E01019007,1005
E01019008,621
E01019009,646
E01019010,534
E01019011,698
E01019012,738
E01019013,946
E01019014,647
E01019015,590
E01019016,721
E01019018,669
E01019019,836
E01019020,774
E01019021,707
E01019022,819
E01019023,654
E01019024,637
E01019025,688
E01019026,670
E01019027,608
E01019028,1055
E01019029,773
E01019030,925
E01019031,807
E01019032,633
E01019033,788
E01019034,685
E01019035,833
E01019036,786
E01019037,666
E01019038,538
E01019039,602
E01019040,584
E01019041,832
E01019042,780
E01019043,850
E01019044,721
E01019045,1128
E01019046,610
E01019047,683
E01019048,850
E01019050,755
E01019051,730
E01019052,819
E01019053,1016
E01019054,801
E01019055,612
E01019056,545
E01019057,818
E01019058,934
E01019059,672
E01019060,578
E01019061,788
E01019062,766
E01019063,901
E01019064,907
E01019065,533
E01019066,597
E01019067,604
E01019068,751
E01019069,541
E01019070,901
E01019071,724
E01019072,627
E01019073,669
E01019074,805
E01019075,750
E01019076,888
E01019077,942
E01019078,647
E01019079,655
E01019080,907
E01019081,828
E01019082,677
E01019083,801
E01019084,718
E01019085,828
E01019086,454
E01019087,703
E01019088,1050
E01019089,744
E01019090,648
E01019091,779
E01019092,617
E01019093,665
E01019094,925
E01019095,642
E01019096,978
E01019097,770
E01019098,710
E01019099,784
E01019100,909
E01019101,623
E01019102,722
E01019104,723
E01019106,629
E01019107,698
E01019108,655
E01019109,734
E01019110,825
E01019111,820
E01019112,732
E01019113,813
E01019114,643
E01019115,792
E01019116,608
E01019117,641
E01019118,645
E01019119,643
E01019120,782
E01019121,1039
E01019122,672
E01019123,760
E01019124,848
E01019125,679
E01019126,757
E01019127,716
E01019128,693
E01019129,902
E01019130,759
E01019131,806
E01019132,761
E01019133,684
E01019134,657
E01019135,707
E01019136,862
E01019137,561
E01019138,597
E01019139,626
E01019141,721
E01019142,665
E01019143,658
E01019144,607
E01019145,888
E01019146,583
E01019147,704
E01019148,605
E01019149,681
E01019150,751
E01019151,611
E01019152,527
E01019153,461
E01019154,622
E01019155,669
E01019156,769
E01019157,701
E01019158,551
E01019159,567
E01019160,610
E01019161,818
E01019162,680
E01019163,501
E01019164,621
E01019165,684
E01019166,640
E01019167,714
E01019168,595
E01019169,543
E01019170,504
E01019171,578
E01019172,618
E01019173,565
E01019175,602
E01019176,742
E01019177,610
E01019178,693
E01019179,524
E01019180,816
E01019182,633
E01019184,656
E01019185,615
E01019186,602
E01019187,566
E01019188,698
E01019189,657
E01019190,778
E01019191,686
E01019192,603
E01019193,872
E01019194,890
E01019195,569
E01019196,840
E01019197,880
E01019198,615
E01019199,485
E01019200,763
E01019201,708
E01019202,719
E01019203,926
E01019204,601
E01019205,874
E01019206,919
E01019207,684
E01019208,612
E01019209,668
E01019210,558
E01019211,789
E01019212,740
E01019215,762
E01019216,851
E01019217,872
E01019218,633
E01019219,986
E01019220,691
E01019221,814
E01019222,781
E01019223,614
E01019224,883
E01019225,845
E01019226,487
E01019227,679
E01019228,715
E01019229,831
E01019230,798
E01019231,925
E01019232,635
E01019233,642
E01019234,806
E01019235,671
E01019236,797
E01019237,559
E01019238,675
E01019239,613
E01019240,897
E01019241,793
E01019242,603
E01019243,618
E01019244,671
E01019245,645
E01019246,594
E01019247,632
E01019248,515
E01019249,742
E01019250,720
E01019251,930
E01019252,650
E01019253,780
E01019254,596
E01019255,549
E01019256,658
E01019257,637
E01019258,653
E01019259,575
E01019260,617
E01019261,716
E01019262,704
E01019264,779
E01019265,623
E01019266,647
E01019267,590
E01019269,677
E01019270,580
E01019271,570
E01019272,589
E01019273,683
E01019274,768
E01019275,916
E01019277,560
E01019278,617
E01019279,632
E01019280,1033
E01019281,569
E01019282,493
E01019283,571
E01019284,570
E01019285,605
E01019286,637
E01019287,495
E01019288,539
E01019289,572
E01019290,465
E01019291,659
E01019292,502
E01019293,558
E01019294,605
E01019295,597
E01019296,602
E01019298,683
E01019299,919
E01019300,751
E01019301,721
E01019302,662
E01019303,683
E01019304,540
E01019305,959
E01019306,670
E01019307,902
E01019308,594
E01019309,1031
E01019310,653
E01019311,635
E01019312,748
E01019313,650
E01019314,587
E01019315,798
E01019316,559
E01019317,596
E01019318,631
E01019319,684
E01019320,599
E01019321,675
E01019322,702
E01019323,544
E01019324,553
E01019325,630
E01019326,964
E01019327,850
E01019328,604
E01019329,494
E01019330,695
E01019331,799
E01019332,655
E01019333,679
E01019334,610
E01019335,643
E01019336,846
E01019337,617
E01019338,609
E01019339,577
E01019340,573
E01019343,658
E01019344,452
E01019345,554
E01019346,850
E01019347,775
E01019348,526
E01019349,838
E01019350,729
E01019351,774
E01019352,929
E01019353,752
E01019354,735
E01019355,728
E01019356,663
E01019357,822
E01019358,793
E01019359,1137
E01019360,1104
E01019361,806
E01019362,890
E01019363,988
E01019364,908
E01019365,979
E01019366,776
E01019368,909
E01019369,903
E01019370,1112
E01019371,940
E01019372,579
E01019373,588
E01019374,652
E01019375,667
E01019376,537
E01019377,853
E01019378,678
E01019379,647
E01019380,501
E01019381,961
E01019382,946
E01019383,982
E01019384,1009
E01019385,538
E01019386,803
E01019387,1005
E01019388,840
E01019389,1042
E01019390,976
E01019391,813
E01019392,1012
E01019393,946
E01019394,941
E01019395,888
E01019396,878
E01019397,832
E01019400,763
E01019401,833
E01019402,804
E01019403,650
E01019404,930
E01019405,659
E01019406,485
E01019407,1043
E01019408,735
E01019409,750
E01019410,633
E01019411,642
E01019412,697
E01019413,546
E01019414,711
E01019415,793
E01019416,643
E01019417,928
E01019418,733
E01019419,905
E01019420,625
E01019421,914
E01019422,650
E01019423,688
E01019424,517
E01019425,649
E01019426,701
E01019427,741
E01019428,634
E01019429,712
E01019430,816
E01019431,610
E01019432,852
E01019433,813
E01019434,556
E01019435,715
E01019436,588
E01019437,610
E01019438,684
E01019439,653
E01019440,757
E01019441,775
E01019442,658
E01019443,803
E01019444,640
E01019445,699
E01019446,506
E01019447,653
E01019448,855
E01019449,790
E01019450,670
E01019451,922
E01019452,722
E01019453,952
E01019454,614
E01019455,659
E01019456,840
E01019457,618
E01019458,942
E01019459,596
E01019460,656
E01019461,652
E01019462,532
E01019463,628
E01019464,1032
E01019465,533
E01019467,679
E01019468,654
E01019469,682
E01019470,740
E01019471,658
E01019473,536
E01019474,534
E01019475,577
E01019476,622
E01019477,1048
E01019478,658
E01019479,689
E01019480,688
E01019481,514
E01019482,710
E01019483,846
E01019484,983
E01019485,596
E01019486,446
E01019487,785
E01019488,674
E01019489,573
E01019490,476
E01019491,1075
E01019492,789
E01019493,674
E01019495,711
E01019496,624
E01019497,794
E01019498,811
E01019499,621
E01019500,626
E01019501,663
E01019502,702
E01019503,1181
E01019504,620
E01019505,615
E01019506,619
E01019507,875
E01019508,844
E01019509,536
E01019510,576
E01019511,932
E01019513,706
E01019514,668
E01019515,696
E01019516,761
E01019517,713
E01019518,702
E01019519,789
E01019520,860
E01019521,781
E01019522,723
E01019523,525
E01019524,622
E01019525,665
E01019526,625
E01019527,656
E01019528,708
E01019529,686
