LSOA21CD,number_of_households
E01002087,849
E01002088,670
E01002089,513
E01002090,637
E01002091,634
E01002092,645
E01002093,660
E01002094,528
E01002095,619
E01002096,588
E01002097,594
E01002098,647
E01002099,803
E01002100,661
E01002101,735
E01002102,719
E01002103,687
E01002104,515
E01002105,889
E01002106,645
E01002107,566
E01002108,550
E01002109,646
E01002110,532
E01002111,682
E01002112,735
E01002113,596
E01002114,1013
E01002115,507
E01002116,624
E01002118,675
E01002119,867
E01002120,479
E01002121,530
E01002122,560
E01002123,514
E01002124,493
E01002125,553
E01002127,648
E01002128,805
E01002129,1196
E01002130,1109
E01002131,608
E01002132,817
E01002133,809
E01002134,586
E01002135,710
E01002136,711
E01002137,447
E01002138,510
E01002139,501
E01002140,614
E01002141,655
E01002142,656
E01002143,540
E01002144,575
E01002145,624
E01002146,506
E01002147,490
E01002148,487
E01002149,473
E01002150,895
E01002151,529
E01002152,632
E01002153,622
E01002155,630
E01002156,521
E01002157,591
E01002158,488
E01002159,685
E01002160,939
E01002161,713
E01002162,680
E01002163,539
E01002164,710
E01002165,532
E01002166,487
E01002167,474
E01002168,506
E01002169,528
E01002170,407
E01002171,538
E01002172,490
E01002173,568
E01002174,494
E01002175,404
E01002176,516
E01002177,473
E01002178,507
E01002179,911
E01002181,849
E01002182,689
E01002183,671
E01002184,653
E01002185,650
E01002186,785
E01002187,758
E01002188,627
E01002189,725
E01002190,604
E01002191,659
E01002192,666
E01002193,741
E01002194,655
E01002195,602
E01002196,609
E01002197,421
E01002198,499
E01002199,474
E01002200,570
E01002201,504
E01002202,705
E01002203,552
E01002204,637
E01002206,455
E01002207,546
E01002208,487
E01002209,665
E01002210,491
E01002211,470
E01002212,647
E01002214,616
E01002215,615
E01002216,517
E01002217,780
E01002218,645
E01002219,625
E01002220,495
E01002221,520
E01002222,495
E01002223,579
E01002224,530
E01002225,692
E01002226,1104
E01002227,649
E01002228,787
E01002229,744
E01002230,632
E01002231,665
E01002232,738
E01002233,833
E01002234,615
E01002235,601
E01002236,759
E01002237,809
E01002238,618
E01002239,754
E01002240,665
E01002241,657
E01002242,625
E01002243,833
E01002244,726
E01002245,624
E01002246,635
E01002247,892
E01002248,631
E01002250,700
E01002251,513
E01002252,634
E01002253,610
E01002254,635
E01002255,632
E01002256,612
E01002257,654
E01002258,767
E01002259,604
E01002260,625
E01002261,656
E01002262,675
E01002263,604
E01002264,701
E01002265,627
E01002266,602
E01002267,752
E01002268,530
E01002269,679
E01002270,647
E01002271,520
E01002272,538
E01002273,484
E01002274,677
E01002275,500
E01002276,692
E01002277,612
E01002278,628
E01002279,650
E01002280,666
E01002281,971
E01002282,718
E01002283,604
E01002284,769
E01002285,545
E01002286,608
E01002287,603
E01002288,610
E01002289,633
E01002290,622
E01002291,751
E01002292,652
E01002294,633
E01002295,807
E01002296,695
E01002297,675
E01002298,645
E01002299,658
E01002300,843
E01002301,624
E01002302,628
E01002303,813
E01002304,529
E01002305,616
E01002306,662
E01002307,665
E01002308,669
E01002309,653
E01002310,730
E01002311,677
E01002312,701
E01002313,852
E01002314,647
E01002315,639
E01002316,815
E01002317,554
E01002318,625
E01002319,732
E01002320,539
E01002321,702
E01002322,731
E01002323,627
E01002324,654
E01002325,833
E01002326,643
E01002327,603
E01002328,640
E01002329,646
E01002330,703
E01002331,609
E01002332,690
E01002333,517
E01002334,663
E01002335,572
E01002336,617
E01002337,493
E01002338,513
E01002339,598
E01002340,507
E01002341,546
E01002342,613
E01002343,636
E01002344,743
E01002345,787
E01002346,551
E01002347,546
E01002348,647
E01002349,596
E01002350,681
E01002351,695
E01002352,808
E01002353,857
E01002354,567
E01002355,569
E01002356,947
E01002358,873
E01002359,519
E01002360,729
E01002361,894
E01002362,626
E01002363,627
E01002364,538
E01002365,534
E01002366,564
E01002367,704
E01002368,983
E01002369,740
E01002370,865
E01002371,654
E01002372,613
E01002373,625
E01002374,633
E01002375,692
E01002376,526
E01002377,747
E01002378,603
E01002379,667
E01002380,1069
E01002381,634
E01002382,752
E01002383,652
E01002384,677
E01002385,600
E01002386,915
E01002387,604
E01002388,597
E01002389,617
E01002390,526
E01002391,629
E01002392,611
E01002393,723
E01002394,517
E01002395,433
E01002396,576
E01002397,576
E01002398,508
E01002399,493
E01002400,636
E01002401,763
E01002402,512
E01002403,732
E01002404,679
E01002405,644
E01002408,660
E01002409,700
E01002410,678
E01002411,713
E01002412,793
E01002413,599
E01002414,531
E01002415,641
E01002416,593
E01002417,749
E01002418,659
E01002419,644
E01002420,672
E01002421,627
E01002422,495
E01002423,604
E01002424,533
E01002425,601
E01002426,653
E01002427,517
E01002428,512
E01002429,524
E01002430,525
E01002431,487
E01002432,634
E01002433,1011
E01002434,494
E01002435,573
E01002436,675
E01002437,590
E01002438,562
E01002439,622
E01002440,633
E01002441,707
E01002442,652
E01002443,685
E01002444,665
E01002445,626
E01002446,630
E01002447,717
E01002448,763
E01002449,734
E01002450,498
E01002451,501
E01002452,511
E01002453,620
E01002454,652
E01002455,697
E01002456,635
E01002457,525
E01002458,530
E01002459,630
E01002460,616
E01002461,527
E01002462,523
E01002463,522
E01002464,621
E01002465,640
E01002466,632
E01002467,627
E01002468,637
E01002469,643
E01002470,714
E01002471,632
E01002472,803
E01002473,683
E01002474,691
E01002475,711
E01002476,633
E01002477,568
E01002478,668
E01002479,656
E01002480,696
E01002481,653
E01002482,622
E01002483,727
E01002484,580
E01002485,836
E01002486,690
E01002487,628
E01002488,522
E01002489,555
E01002490,675
E01002491,525
E01002492,499
E01002493,611
E01002494,637
E01002495,701
E01002496,775
E01002497,990
E01002498,525
E01002499,680
E01002501,513
E01002502,565
E01002503,550
E01002505,660
E01002506,651
E01002507,548
E01002508,707
E01002509,509
E01002511,643
E01002512,769
E01002513,585
E01002514,883
E01002516,496
E01002518,487
E01002519,957
E01002520,784
E01002521,1015
E01002523,545
E01002525,687
E01002526,999
E01002527,629
E01002528,579
E01002529,908
E01002530,616
E01002531,651
E01002533,584
E01002534,598
E01002535,1000
E01002536,588
E01002537,1038
E01002538,763
E01002539,693
E01002540,644
E01002541,802
E01002542,703
E01002543,645
E01002544,557
E01002545,493
E01002546,456
E01002547,509
E01002548,733
E01002549,715
E01002550,795
E01002551,686
E01002552,568
E01002553,626
E01002555,703
E01002556,662
E01002557,731
E01002558,819
E01002559,918
E01002560,659
E01002561,597
E01002562,522
E01002563,746
E01002564,723
E01002565,1054
E01002567,871
E01002569,963
E01002570,667
E01002571,589
E01002572,619
E01002573,638
E01002574,684
E01002575,665
E01002576,703
E01002577,682
E01002578,591
E01002579,771
E01002580,679
E01002581,841
E01002582,697
E01002583,535
E01002584,635
E01002585,521
E01002586,499
E01002587,739
E01002588,745
E01002589,815
E01002590,999
E01002591,611
E01002592,775
E01002593,698
E01002594,647
E01002595,713
E01002596,756
E01002598,658
E01002599,558
E01002600,512
E01002601,667
E01002602,549
E01002603,648
E01002604,556
E01002605,831
E01002606,617
E01002607,778
E01002608,665
E01002609,663
E01002610,635
E01002611,673
E01002612,824
E01002613,629
E01002614,817
E01002615,634
E01002616,567
E01002617,638
E01002618,559
E01002619,634
E01002620,898
E01002621,607
E01002622,573
E01002623,543
E01002624,516
E01002625,488
E01002626,484
E01002627,607
E01002628,653
E01002629,883
E01002630,679
E01002631,558
E01002632,625
E01002633,744
E01002634,541
E01002635,556
E01002636,617
E01002637,614
E01002638,618
E01002639,548
E01002640,622
E01002641,985
E01002643,1046
E01002645,777
E01002646,748
E01002647,757
E01002649,731
E01002650,792
E01002651,564
E01002652,563
E01002653,600
E01002654,660
E01002655,628
E01002656,523
E01002657,682
E01002658,494
E01002659,511
E01002660,615
E01002661,616
E01002662,916
E01002663,690
E01002665,566
E01002666,483
E01002667,913
E01002668,981
E01002669,708
E01002670,725
E01002671,666
E01002672,659
E01002673,585
E01002674,748
E01002675,874
E01002676,562
E01002677,837
E01002678,760
E01002679,623
E01002680,742
E01002681,873
E01002682,896
E01002686,669
E01002687,761
E01002689,754
E01002690,583
E01002691,584
E01002692,1013
E01002693,885
E01002694,664
E01002695,744
E01002696,860
E01002697,827
E01002698,1037
E01002699,741
E01002700,612
E01002701,678
E01002702,1115
E01002703,1126
E01002704,1121
E01002706,913
E01002707,890
E01002708,1001
E01002709,701
E01002710,645
E01002711,962
E01002712,611
E01002713,1051
E01002714,719
E01002715,685
E01002716,1033
E01002717,535
E01002718,749
E01002719,690
E01002720,934
E01002721,799
E01002722,701
E01002723,735
E01002724,963
E01002725,561
E01002726,786
E01002727,801
E01002728,438
E01002729,659
E01002730,793
E01002732,814
E01002733,607
E01002734,936
E01002735,1131
E01002736,576
E01002737,758
E01002738,846
E01002739,816
E01002740,980
E01002741,635
E01002742,714
E01002743,628
E01002744,674
E01002745,682
E01002747,648
E01002748,692
E01002749,603
E01002751,873
E01002752,704
E01002753,627
E01002754,631
E01002755,610
E01002756,585
E01002757,598
E01002758,756
E01002759,615
E01002760,689
E01002762,859
E01002763,572
E01002764,796
E01002765,1070
E01002766,933
E01002767,943
E01002768,848
E01002769,707
E01002770,909
E01002771,671
E01002772,873
E01002773,685
E01002774,1026
E01002775,661
E01002776,889
E01002777,763
E01002778,755
E01002779,775
E01002780,764
E01002781,643
E01002782,558
E01002783,797
E01002784,753
E01002785,782
E01002786,887
E01002787,625
E01002788,889
E01002789,780
E01002790,693
E01002791,850
E01002792,884
E01002793,900
E01002794,1016
E01002795,854
E01002796,505
E01002797,874
E01002798,898
E01002799,857
E01002800,794
E01002801,757
E01002802,822
E01002804,710
E01002805,718
E01002806,701
E01002807,806
E01002808,866
E01002809,737
E01002810,793
E01002811,733
E01002812,734
E01002813,682
E01002814,1020
E01002815,631
E01002816,545
E01002817,607
E01002818,719
E01002819,571
E01002821,537
E01002823,606
E01002824,551
E01002825,729
E01002826,635
E01002827,792
E01002828,624
E01002829,721
E01002830,824
E01002831,886
E01002832,787
E01002833,651
E01002834,612
E01002835,645
E01002836,708
E01002837,493
E01002839,858
E01002840,538
E01002841,609
E01002842,402
E01002843,631
E01002844,614
E01002845,614
E01002846,715
E01002847,715
E01002848,710
E01002849,739
E01002850,631
E01002851,796
E01002852,849
E01002853,588
E01002854,459
E01002855,724
E01002856,770
E01002857,555
E01002858,639
E01002859,660
E01002860,572
E01002861,553
E01002862,714
E01002863,555
E01002864,532
E01002865,562
E01002866,766
E01002867,810
E01002868,529
E01002869,749
E01002870,690
E01002871,645
E01002872,653
E01002873,659
E01002874,587
E01002875,578
E01002876,693
E01002877,760
E01002878,754
E01002879,702
E01002880,454
E01002881,511
E01002882,559
E01002883,650
E01002884,594
E01002885,803
E01002886,665
E01002887,551
E01002888,823
E01002889,565
E01002890,565
E01002891,559
E01002892,640
E01002893,904
E01002894,653
E01002896,758
E01002897,697
E01002898,674
E01002899,636
E01002900,567
E01002901,440
E01002902,713
E01002903,566
E01002904,497
E01002905,654
E01002906,645
E01002907,513
E01002908,592
E01002909,1021
E01002910,632
E01002911,596
E01002912,684
E01002913,815
E01002914,573
E01002915,485
E01002916,533
E01002917,494
E01002918,609
E01002919,799
E01002920,587
E01002921,905
E01002922,716
E01002923,858
E01002924,553
E01002925,796
E01002926,599
E01002927,642
E01002928,745
E01002929,671
E01002930,796
E01002931,722
E01002932,674
E01002933,808
E01002934,660
E01002935,811
E01002937,663
E01002938,784
E01002939,599
E01002940,615
E01002941,642
E01002942,526
E01002943,510
E01002944,529
E01002945,640
E01002946,606
E01002947,615
E01002948,820
E01002949,686
E01002950,712
E01002951,578
E01002952,471
E01002953,438
E01002954,630
E01002955,531
E01002956,439
E01002957,574
E01002958,653
E01002959,473
E01002960,583
E01002961,598
E01002962,527
E01002963,773
E01002964,1051
E01002965,1144
E01002966,780
E01002967,953
E01002968,1147
E01002969,658
E01002970,644
E01002971,729
E01002972,890
E01002973,525
E01002974,718
E01002975,500
E01002976,648
E01002977,648
E01002978,722
E01002979,598
E01002980,479
E01002981,523
E01002982,516
E01002983,594
E01002984,587
E01002985,597
E01002986,477
E01002987,956
E01002988,628
E01002989,917
E01002990,887
E01002991,680
E01002992,488
E01002993,815
E01002994,597
E01002995,634
E01002996,593
E01002997,604
E01002998,601
E01002999,767
E01003000,672
E01003001,636
E01003002,800
E01003003,658
E01003004,609
E01003005,580
E01003006,597
E01003007,558
E01003008,508
E01003009,777
E01003010,530
E01003011,702
E01003013,720
E01003014,638
E01003015,802
E01003016,422
E01003017,767
E01003018,933
E01003019,888
E01003020,828
E01003021,635
E01003022,734
E01003023,1104
E01003024,785
E01003025,849
E01003026,624
E01003027,521
E01003028,599
E01003029,894
E01003030,746
E01003031,714
E01003032,815
E01003033,589
E01003034,696
E01003035,766
E01003036,756
E01003037,598
E01003038,771
E01003039,961
E01003040,594
E01003041,677
E01003042,506
E01003043,674
E01003044,686
E01003045,701
E01003046,743
E01003047,818
E01003048,738
E01003049,754
E01003050,754
E01003051,880
E01003052,785
E01003053,743
E01003054,1004
E01003055,829
E01003056,769
E01003057,721
E01003058,857
E01003059,874
E01003060,688
E01003061,651
E01003062,862
E01003063,601
E01003064,624
E01003065,685
E01003066,807
E01003067,635
E01003068,644
E01003069,521
E01003070,660
E01003071,1004
E01003072,704
E01003073,661
E01003074,1093
E01003075,672
E01003076,963
E01003077,790
E01003078,621
E01003079,732
E01003080,674
E01003081,820
E01003082,632
E01003083,575
E01003084,636
E01003085,693
E01003086,624
E01003087,601
E01003088,654
E01003089,739
E01003090,1104
E01003091,678
E01003092,950
E01003093,954
E01003094,657
E01003095,693
E01003096,859
E01003097,687
E01003098,649
E01003099,759
E01003100,891
E01003101,637
E01003102,784
E01003104,868
E01003105,748
E01003106,972
E01003107,884
E01003108,712
E01003110,924
E01003111,803
E01003112,813
E01003113,741
E01003114,1004
E01003115,668
E01003116,635
E01003117,822
E01003118,701
E01003119,850
E01003120,1112
E01003121,637
E01003122,895
E01003123,700
E01003124,610
E01003125,696
E01003126,719
E01003127,793
E01003128,714
E01003129,795
E01003130,783
E01003131,947
E01003132,539
E01003133,709
E01003134,622
E01003135,755
E01003136,748
E01003137,751
E01003138,648
E01003139,538
E01003140,494
E01003141,740
E01003142,451
E01003143,510
E01003144,524
E01003145,748
E01003146,549
E01003147,799
E01003148,760
E01003149,698
E01003150,837
E01003151,815
E01003152,760
E01003153,1020
E01003154,823
E01003155,727
E01003156,660
E01003157,574
E01003158,726
E01003159,840
E01003160,643
E01003161,530
E01003162,743
E01003163,603
E01003164,1010
E01003165,701
E01003166,1115
E01003167,681
E01003168,664
E01003169,1024
E01003170,772
E01003171,783
E01003172,778
E01003173,669
E01003174,827
E01003175,610
E01003176,766
E01003177,668
E01003178,652
E01003179,637
E01003180,654
E01003181,699
E01003182,744
E01003183,679
E01003184,596
E01003185,796
E01003186,1191
E01003187,990
E01003188,551
E01003189,650
E01003190,953
E01003191,704
E01003192,740
E01003193,684
E01003194,724
E01003195,621
E01003196,671
E01003197,651
E01003198,644
E01003199,902
E01003200,690
E01003201,690
E01003202,743
E01003203,967
E01003204,736
E01003205,578
E01003206,635
E01003207,998
E01003209,721
E01003210,806
E01003211,702
E01003212,827
E01003213,790
E01003214,765
E01003215,638
E01003216,618
E01003217,656
E01003218,546
E01003219,661
E01003220,599
E01003221,764
E01003222,619
E01003223,599
E01003224,637
E01003225,587
E01003226,705
E01003227,658
E01003228,670
E01003229,778
E01003230,871
E01003231,651
E01003232,622
E01003233,664
E01003235,520
E01003236,648
E01003237,614
E01003238,567
E01003239,574
E01003240,714
E01003241,698
E01003243,588
E01003244,732
E01003245,639
E01003246,1016
E01003247,873
E01003248,682
E01003249,857
E01003251,640
E01003252,606
E01003253,652
E01003254,601
E01003255,984
E01003256,934
E01003257,633
E01003258,589
E01003259,757
E01003260,637
E01003261,610
E01003262,664
E01003263,740
E01003264,720
E01003265,664
E01003266,732
E01003267,608
E01003268,765
E01003269,637
E01003270,657
E01003271,621
E01003272,794
E01003273,579
E01003274,661
E01003275,619
E01003276,662
E01003277,756
E01003278,881
E01003279,603
E01003280,625
E01003281,582
E01003282,1021
E01003283,868
E01003284,760
E01003285,755
E01003286,767
E01003287,763
E01003288,949
E01003290,815
E01003291,656
E01003292,734
E01003293,640
E01003295,722
E01003297,786
E01003298,472
E01003299,701
E01003300,600
E01003301,933
E01003302,802
E01003303,648
E01003304,1083
E01003305,785
E01003307,649
E01003308,708
E01003309,656
E01003310,730
E01003311,594
E01003312,771
E01003313,624
E01003314,665
E01003315,592
E01003316,576
E01003318,776
E01003319,751
E01003320,621
E01003321,762
E01003322,609
E01003323,623
E01003324,723
E01003325,787
E01003326,692
E01003327,690
E01003328,827
E01003329,662
E01003330,668
E01003331,589
E01003332,711
E01003333,629
E01003334,795
E01003335,617
E01003336,579
E01003337,566
E01003338,843
E01003339,678
E01003340,763
E01003341,564
E01003342,700
E01003343,610
E01003344,677
E01003345,781
E01003346,648
E01003347,650
E01003348,619
E01003349,542
E01003350,475
E01003351,601
E01003352,845
E01003353,629
E01003354,823
E01003355,821
E01003356,701
E01003357,723
E01003358,793
E01003359,794
E01003360,745
E01003361,616
E01003362,503
